Model Realization Faultblock Zone GRV NRV NPV HCPV STOIIP
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre2 Below_Brent_1_1 11242939.63 4863892.92 1096549.49 677585.03 525259.73
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre2 Totals 86802847.36 73883335.71 21907180.70 16794532.68 13019017.96
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Vest Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Vest Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Vest Below_Brent_6 35489503.81 33811686.25 9880084.62 7719117.72 5983812.36
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Vest Below_Brent_5 74911484.15 69803905.73 21158973.38 15392536.50 11932199.19
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Vest Below_Brent_4_3 13688360.13 11888855.34 3310880.25 1913928.49 1483665.54
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Vest Below_Brent_4_2 6587376.00 2607532.77 702533.38 355257.20 275393.19
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Vest Below_Brent_4_1 8659834.70 4311369.03 1291383.44 829366.70 642919.94
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Vest Below_Brent_3_3 12279396.55 5148981.50 1434327.82 754717.66 585052.47
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Vest Below_Brent_3_2 2821737.44 1146701.50 350041.94 184918.50 143347.68
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Vest Below_Brent_3_1 3239099.87 1058293.43 294183.78 134194.34 104026.62
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Vest Below_Brent_2 615973.22 611907.67 190876.22 93309.95 72333.29
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Vest Below_Brent_1_3 2426.63 2170.62 725.76 519.78 402.93
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Vest Below_Brent_1_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Vest Below_Brent_1_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Vest Totals 158295192.50 130391403.82 38614010.59 27377866.84 21223153.22
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Sor Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Sor Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Sor Below_Brent_6 19167517.37 18268131.30 5316956.94 4068634.60 3153980.40
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Sor Below_Brent_5 30001304.72 27462981.32 8347216.97 6131197.74 4752866.60
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Sor Below_Brent_4_3 11086889.71 8125101.12 2457130.77 1743406.92 1351478.27
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Sor Below_Brent_4_2 15458966.84 9824673.04 2709211.50 1941759.06 1505239.63
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Sor Below_Brent_4_1 12799976.19 8308538.27 2483376.55 1793945.31 1390655.32
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Sor Below_Brent_3_3 17607303.10 11941669.37 3365596.18 2825099.73 2189999.85
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Sor Below_Brent_3_2 18526234.89 11853970.84 3422832.50 2938966.65 2278268.79
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Sor Below_Brent_3_1 7843338.09 4939142.72 1466580.57 1189386.47 922005.04
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Sor Below_Brent_2 10878437.56 8545045.31 2499942.22 2004218.35 1553657.68
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Sor Below_Brent_1_3 14842393.70 12123846.87 3424390.59 2457571.87 1905094.53
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Sor Below_Brent_1_2 63960.91 55618.39 15192.42 1131.87 877.42
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Sor Below_Brent_1_1 2325711.66 2098710.28 540448.05 347495.27 269376.19
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Sor Totals 160602034.76 123547428.83 36048875.25 27442813.84 21273499.73
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre1 Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre1 Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre1 Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre1 Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre1 Below_Brent_4_3 305243.15 230008.64 62057.70 51648.46 40037.57
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre1 Below_Brent_4_2 1513.36 550.71 142.30 99.54 77.16
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre1 Below_Brent_4_1 3958.21 1725.15 433.08 296.64 229.95
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre1 Below_Brent_3_3 2298006.80 1152431.28 316328.81 222270.93 172303.05
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre1 Below_Brent_3_2 578077.52 48485.81 14965.51 10955.44 8492.59
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre1 Below_Brent_3_1 1964001.35 804014.81 226714.49 155926.05 120872.91
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre1 Below_Brent_2 2808535.21 2724428.92 862512.61 552144.31 428018.86
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre1 Below_Brent_1_3 4354507.02 3982115.33 1213180.30 845705.39 655585.60
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre1 Below_Brent_1_2 11830087.31 11109105.73 3356892.55 2278720.81 1766450.29
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre1 Below_Brent_1_1 875382.26 554829.96 120858.31 43636.70 33826.90
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre1 Totals 25019312.17 20607696.33 6174085.66 4161404.28 3225894.88
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre3 Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre3 Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre3 Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre3 Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre3 Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre3 Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre3 Below_Brent_4_1 27970.57 18117.65 6108.02 5249.59 4069.45
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre3 Below_Brent_3_3 635984.48 296806.15 86493.02 70121.73 54357.93
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre3 Below_Brent_3_2 2638906.53 1195554.56 359905.10 302016.49 234121.32
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre3 Below_Brent_3_1 2965181.32 1109984.01 337567.46 276219.76 214123.85
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre3 Below_Brent_2 1713374.03 1566911.88 502876.93 464275.77 359903.71
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre3 Below_Brent_1_3 16729915.33 14893337.30 4652704.47 4167915.16 3230942.08
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre3 Below_Brent_1_2 33930125.57 31454332.53 9256212.57 7973602.81 6181087.64
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre3 Below_Brent_1_1 45007773.26 23394134.82 6167057.55 5256573.51 4074863.31
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Midtre3 Totals 103649231.08 73929178.89 21368925.13 18515974.83 14353469.28
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof054C Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof054C Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof054C Below_Brent_6 399666.43 385912.11 107883.80 61340.86 47551.06
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof054C Below_Brent_5 969435.60 883544.94 265479.82 119840.00 92899.23
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof054C Below_Brent_4_3 14156.20 10598.34 3358.05 804.75 623.84
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof054C Below_Brent_4_2 6963.49 6531.02 1954.19 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof054C Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof054C Below_Brent_3_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof054C Below_Brent_3_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof054C Below_Brent_3_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof054C Below_Brent_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof054C Below_Brent_1_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof054C Below_Brent_1_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof054C Below_Brent_1_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof054C Totals 1390221.72 1286586.41 378675.86 181985.61 141074.12
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof053C Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof053C Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof053C Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof053C Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof053C Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof053C Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof053C Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof053C Below_Brent_3_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof053C Below_Brent_3_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof053C Below_Brent_3_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof053C Below_Brent_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof053C Below_Brent_1_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof053C Below_Brent_1_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof053C Below_Brent_1_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Westof053C Totals 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_MidtreNord Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_MidtreNord Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_MidtreNord Below_Brent_6 356536.34 330413.38 99358.91 46296.09 35888.44
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_MidtreNord Below_Brent_5 717053.05 670227.42 199085.97 116531.75 90334.69
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_MidtreNord Below_Brent_4_3 840001.44 699475.16 192680.05 107423.56 83274.08
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_MidtreNord Below_Brent_4_2 104338.74 28457.75 7136.58 2582.57 2001.99
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_MidtreNord Below_Brent_4_1 603862.47 180251.54 48730.57 18945.56 14686.48
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_MidtreNord Below_Brent_3_3 2717950.78 1215336.78 324570.83 160964.11 124778.39
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_MidtreNord Below_Brent_3_2 10709276.94 2002393.14 507486.23 245996.39 190694.88
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_MidtreNord Below_Brent_3_1 19449006.30 15456488.56 4320003.82 2507588.78 1943867.33
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_MidtreNord Below_Brent_2 1889174.07 1885101.27 605406.61 403513.13 312800.89
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_MidtreNord Below_Brent_1_3 2539162.26 2289705.16 704377.81 477122.26 369862.23
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_MidtreNord Below_Brent_1_2 1840319.57 1803468.59 553952.25 349704.42 271088.71
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_MidtreNord Below_Brent_1_1 230689.63 63259.00 13977.98 2801.55 2171.74
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_MidtreNord Totals 41997371.57 26624577.76 7576767.62 4439470.17 3441449.84
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Ost_All Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Ost_All Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Ost_All Below_Brent_6 18519975.58 16782956.96 5017478.68 3989998.88 3093022.48
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Ost_All Below_Brent_5 34712056.42 29955787.15 8802194.16 6290611.39 4876443.08
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Ost_All Below_Brent_4_3 6220162.84 5217293.10 1438355.07 771830.72 598318.40
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Ost_All Below_Brent_4_2 5362995.05 1269937.08 321913.78 159047.19 123292.40
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Ost_All Below_Brent_4_1 4981033.95 1935930.04 512368.89 232966.55 180594.23
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Ost_All Below_Brent_3_3 1047564.29 780912.82 225042.22 127969.90 99201.47
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Ost_All Below_Brent_3_2 486819.67 252335.11 70095.11 53129.43 41185.61
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Ost_All Below_Brent_3_1 429644.63 142151.42 38675.20 21703.64 16824.53
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Ost_All Below_Brent_2 1042096.86 1016883.49 327948.12 239909.46 185976.33
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Ost_All Below_Brent_1_3 3071177.93 2943806.06 926356.71 747316.93 579315.46
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Ost_All Below_Brent_1_2 705433.66 687041.72 205631.82 131939.55 102278.73
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Ost_All Below_Brent_1_1 463341.57 303162.04 61045.99 24985.14 19368.33
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_Ost_All Totals 77042302.46 61288196.98 17947105.75 12791408.77 9915821.05
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_RwBr_Dr Below_Draupne 24636944.90 20455983.41 6022436.04 4568751.19 3541667.70
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_RwBr_Dr Below_ReWorkedBrent 99947578.95 72419373.17 20128020.14 15759120.00 12216372.46
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_RwBr_Dr Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_RwBr_Dr Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_RwBr_Dr Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_RwBr_Dr Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_RwBr_Dr Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_RwBr_Dr Below_Brent_3_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_RwBr_Dr Below_Brent_3_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_RwBr_Dr Below_Brent_3_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_RwBr_Dr Below_Brent_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_RwBr_Dr Below_Brent_1_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_RwBr_Dr Below_Brent_1_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_RwBr_Dr Below_Brent_1_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 2015Tordis_RwBr_Dr Totals 124584523.85 92875356.58 26150456.18 20327871.20 15758040.15
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 Totals Below_Draupne 24636944.90 20455983.41 6022436.04 4568751.19 3541667.70
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 Totals Below_ReWorkedBrent 99947578.95 72419373.17 20128020.14 15759120.00 12216372.46
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 Totals Below_Brent_6 73933199.54 69579100.00 20421762.94 15885388.15 12314254.75
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 Totals Below_Brent_5 141311333.94 128776446.56 38772950.30 28050717.38 21744742.80
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 Totals Below_Brent_4_3 32154813.47 26171331.70 7464461.89 4589042.90 3557397.70
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 Totals Below_Brent_4_2 27522153.48 13737682.36 3742891.72 2458745.56 1906004.36
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 Totals Below_Brent_4_1 27076636.09 14755931.67 4342400.55 2880770.35 2233155.37
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 Totals Below_Brent_3_3 36586206.00 20536137.90 5752358.88 4161144.06 3225693.16
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 Totals Below_Brent_3_2 36004154.31 16511985.01 4728492.31 3738272.27 2897885.57
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 Totals Below_Brent_3_1 36971373.30 23801473.98 6766501.81 4346909.01 3369697.01
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 Totals Below_Brent_2 36572509.56 33756938.55 10492497.27 8406791.92 6516893.15
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 Totals Below_Brent_1_3 72639564.89 64387290.45 19783855.30 15646027.10 12128703.53
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 Totals Below_Brent_1_2 73880731.04 68266097.55 19747516.20 15188571.12 11774086.49
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 Totals Below_Brent_1_1 60145838.00 31277989.01 7999937.38 6353077.20 4924866.19
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 1 Totals Totals 779383037.47 604433761.32 176166082.74 132033328.21 102351420.24
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Midtre2 Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Midtre2 Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Midtre2 Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Midtre2 Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Midtre2 Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Midtre2 Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Midtre2 Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Midtre2 Below_Brent_3_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Midtre2 Below_Brent_3_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Midtre2 Below_Brent_3_1 384729.43 229761.03 65049.40 53190.81 41233.19
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Midtre2 Below_Brent_2 8044975.89 7961444.88 2554839.56 2218930.84 1720101.48
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Midtre2 Below_Brent_1_3 35110989.42 32261926.43 10232328.67 8310183.42 6442002.84
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Midtre2 Below_Brent_1_2 31874078.92 29952838.45 8310692.81 5625034.26 4360491.81
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Midtre2 Below_Brent_1_1 18393489.30 10501400.65 2326795.90 1321410.94 1024349.60
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Midtre2 Totals 93808262.95 80907371.43 23489706.35 17528750.26 13588178.90
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Vest Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Vest Below_ReWorkedBrent 1556.23 1082.14 298.63 97.82 75.83
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Vest Below_Brent_6 36619396.29 34733692.14 9956108.77 7116781.44 5516885.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Vest Below_Brent_5 58431175.59 53649064.92 16167776.96 11669478.03 9046107.27
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Vest Below_Brent_4_3 17511827.10 14676376.02 4061769.74 2398667.54 1859432.26
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Vest Below_Brent_4_2 9422657.37 3591347.27 983486.92 599870.72 465016.08
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Vest Below_Brent_4_1 6290248.04 2888648.32 830029.15 513429.32 398007.24
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Vest Below_Brent_3_3 24017444.60 13245121.48 3681315.41 2002283.28 1552157.63
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Vest Below_Brent_3_2 1693802.55 1196143.66 369946.92 201887.50 156501.95
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Vest Below_Brent_3_1 4087877.17 1619179.11 464205.21 218111.68 169078.82
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 2 2015Tordis_Vest Below_Brent_2 1361828.58 1338490.89 424951.84 239965.64 186019.88
